dayType,date,deviceType,Channel,Users,OrderCount,FirstTimeUsers,ReturningUsers
BAU,20230822,WAP,Direct,38891,1221,38741,150
BAU,20230822,WEB,FB,507,2,356,151
BAU,20230822,WEB,Direct,19279,2,18341,938
BAU,20230822,WEB,SEO,2695,0,2349,346
BAU,20230822,WAP,Others,143551,12493,143223,328
BAU,20230822,WEB,whatsapp,12,0,8,4
BAU,20230822,WAP,FB,326167,17879,325882,285
BAU,20230822,WEB,Others,1029,5,707,322
BAU,20230822,WEB,Google,1226,3,1029,197
BAU,20230705,WEB,whatsapp,37,0,25,12
BAU,20230705,WAP,Google,81056,3025,80907,149
BAU,20230705,WAP,whatsapp,2144,147,2125,19
BAU,20230705,WEB,SEO,2959,2,2608,351
BAU,20230705,WAP,FB,439564,25182,439164,400
BAU,20230705,WEB,FB,397,0,252,145
BAU,20230705,WAP,Others,185403,16858,185019,384
BAU,20230705,WEB,Google,1058,2,893,165
BAU,20230705,WAP,SEO,8567,111,8556,11
BAU,20230705,WEB,Direct,25012,3,23990,1022
BAU,20230705,WAP,Direct,43535,1496,43383,152
BAU,20230705,WEB,Others,1320,3,917,403
SALE,20230701,WEB,whatsapp,36,0,28,8
SALE,20230701,WEB,SEO,2612,1,2298,314
SALE,20230701,WEB,Google,985,3,852,133
SALE,20230701,WEB,Others,1170,3,883,287
SALE,20230701,WAP,SEO,8819,140,8806,13
SALE,20230701,WAP,Direct,41090,1602,40955,135
SALE,20230701,WAP,whatsapp,1391,100,1381,10
SALE,20230701,WEB,FB,256,0,164,92
SALE,20230701,WAP,Others,137634,15945,137227,407
SALE,20230701,WAP,Google,73480,3574,73315,165
SALE,20230701,WEB,Direct,22710,2,21896,814
SALE,20230701,WAP,FB,266853,21120,266490,363
SALE,20230915,WEB,SEO,2485,2,2194,291
SALE,20230915,WEB,Others,932,3,629,303
SALE,20230915,WAP,Google,64875,2782,64778,97
SALE,20230915,WAP,Others,105524,12197,105188,336
SALE,20230915,WEB,Google,991,3,840,151
SALE,20230915,WAP,Direct,37606,1569,37478,128
SALE,20230915,WAP,SEO,6433,100,6426,7
SALE,20230915,WEB,whatsapp,15,0,11,4
SALE,20230915,WEB,FB,520,0,356,164
SALE,20230915,WAP,whatsapp,624,36,621,3
SALE,20230915,WEB,Direct,16558,0,15636,922
SALE,20230915,WAP,FB,204460,15809,204211,249
SALE,20231013,WAP,whatsapp,865,58,863,2
SALE,20231013,WAP,Others,109501,11192,109226,275
SALE,20231013,WEB,Direct,20553,5,19594,959
SALE,20231013,WAP,Google,57876,2357,57779,97
SALE,20231013,WEB,SEO,2645,0,2314,331
SALE,20231013,WAP,SEO,6952,137,6933,19
SALE,20231013,WEB,Others,1114,5,765,349
SALE,20231013,WEB,Google,1760,3,1620,140
SALE,20231013,WAP,Direct,42766,1921,42606,160
SALE,20231013,WEB,FB,510,1,332,178
SALE,20231013,WEB,whatsapp,17,0,14,3
SALE,20231013,WAP,FB,198114,13795,197888,226
SALE,20230814,WEB,FB,437,4,314,123
SALE,20230814,WAP,Direct,34264,1406,34110,154
SALE,20230814,WAP,Others,127794,12243,127416,378
SALE,20230814,WEB,Direct,20072,0,19087,985
SALE,20230814,WEB,Others,1105,2,744,361
SALE,20230814,WEB,Google,952,0,773,179
SALE,20230814,WEB,SEO,2036,1,1814,222
SALE,20230814,WEB,whatsapp,32,0,22,10
SALE,20230814,WAP,FB,247379,14860,247125,254
SALE,20230814,WAP,whatsapp,1555,131,1545,10
SALE,20230814,WAP,Google,70874,2738,70736,138
SALE,20230814,WAP,SEO,8401,161,8384,17
SALE,20230703,WAP,whatsapp,1922,125,1915,7
SALE,20230703,WAP,FB,358711,25456,358327,384
SALE,20230703,WEB,Google,1058,1,868,190
SALE,20230703,WAP,SEO,8650,146,8638,12
SALE,20230703,WEB,Others,1187,1,818,369
SALE,20230703,WEB,SEO,3134,0,2722,412
SALE,20230703,WAP,Direct,41192,1737,41034,158
SALE,20230703,WAP,Google,80539,3680,80380,159
SALE,20230703,WAP,Others,170889,18860,170456,433
SALE,20230703,WEB,Direct,17848,1,16803,1045
SALE,20230703,WEB,FB,301,1,185,116
SALE,20230703,WEB,whatsapp,29,1,20,9
BAU,20230918,WEB,Google,1001,3,848,153
BAU,20230918,WAP,FB,258696,14834,258427,269
BAU,20230918,WEB,Others,999,1,698,301
BAU,20230918,WAP,Google,64649,2167,64528,121
BAU,20230918,WEB,Direct,20952,3,20028,924
BAU,20230918,WAP,SEO,7262,84,7253,9
BAU,20230918,WEB,whatsapp,6,0,4,2
BAU,20230918,WAP,Others,113383,9996,113092,291
BAU,20230918,WAP,whatsapp,611,34,606,5
BAU,20230918,WAP,Direct,38390,1234,38265,125
BAU,20230918,WEB,SEO,2388,0,2121,267
BAU,20230918,WEB,FB,626,2,464,162
BAU,20230816,WEB,Direct,17831,3,16822,1009
BAU,20230816,WAP,Others,112293,9862,111994,299
BAU,20230816,WAP,Google,64393,1785,64247,146
BAU,20230816,WAP,Direct,33732,1139,33598,134
BAU,20230816,WEB,Google,882,1,713,169
BAU,20230816,WAP,FB,246800,14824,246567,233
BAU,20230816,WAP,whatsapp,589,32,585,4
BAU,20230816,WEB,SEO,2133,1,1885,248
BAU,20230816,WAP,SEO,8414,143,8405,9
BAU,20230816,WEB,Others,990,2,668,322
BAU,20230816,WEB,FB,420,0,295,125
BAU,20230816,WEB,whatsapp,11,0,5,6
BAU,20230830,WEB,Google,1153,2,951,202
BAU,20230830,WAP,Google,68354,2200,68208,146
BAU,20230830,WEB,whatsapp,19,0,14,5
BAU,20230830,WAP,FB,243308,15971,243052,256
BAU,20230830,WEB,FB,348,0,228,120
BAU,20230830,WAP,whatsapp,767,42,763,4
BAU,20230830,WEB,Direct,20598,4,19905,693
BAU,20230830,WAP,Direct,35097,1243,34987,110
BAU,20230830,WEB,Others,868,5,587,281
BAU,20230830,WAP,Others,111165,10807,110877,288
BAU,20230830,WEB,SEO,2328,0,2069,259
BAU,20230830,WAP,SEO,6708,81,6695,13
BAU,20230726,WEB,Others,1216,1,822,394
BAU,20230726,WAP,Google,70421,2638,70290,131
BAU,20230726,WEB,SEO,2766,0,2437,329
BAU,20230726,WAP,FB,275451,17392,275177,274
BAU,20230726,WEB,Google,953,3,815,138
BAU,20230726,WAP,Direct,38420,1339,38274,146
BAU,20230726,WAP,Others,131290,12176,130944,346
BAU,20230726,WEB,FB,373,1,266,107
BAU,20230726,WEB,Direct,24818,0,23811,1007
BAU,20230726,WEB,whatsapp,30,0,21,9
BAU,20230726,WAP,whatsapp,1495,90,1482,13
BAU,20230726,WAP,SEO,8856,124,8840,16
BAU,20230718,WEB,Others,1279,3,901,378
BAU,20230718,WEB,SEO,2866,0,2517,349
BAU,20230718,WAP,Others,128547,13126,128202,345
BAU,20230718,WEB,Direct,29271,1,28276,995
BAU,20230718,WEB,whatsapp,31,0,21,10
BAU,20230718,WAP,Direct,38554,1194,38413,141
BAU,20230718,WAP,SEO,8972,123,8957,15
BAU,20230718,WAP,whatsapp,1492,93,1486,6
BAU,20230718,WAP,FB,269003,18614,268705,298
BAU,20230718,WEB,FB,234,0,151,83
BAU,20230718,WAP,Google,74994,2899,74854,140
BAU,20230718,WEB,Google,1067,1,907,160
BAU,20230927,WAP,SEO,7063,68,7053,10
BAU,20230927,WEB,SEO,2583,0,2270,313
BAU,20230927,WAP,Direct,37413,1176,37280,133
BAU,20230927,WEB,Direct,31224,3,30263,961
BAU,20230927,WAP,Google,68388,2369,68286,102
BAU,20230927,WAP,Others,90962,7658,90699,263
BAU,20230927,WEB,Google,910,4,776,134
BAU,20230927,WEB,FB,361,0,230,131
BAU,20230927,WAP,whatsapp,1064,55,1057,7
BAU,20230927,WEB,whatsapp,25,0,17,8
BAU,20230927,WAP,FB,182644,11160,182420,224
BAU,20230927,WEB,Others,1018,1,699,319
BAU,20230912,WAP,Direct,38374,1341,38219,155
BAU,20230912,WAP,Google,70677,2453,70539,138
BAU,20230912,WEB,SEO,2566,0,2292,274
BAU,20230912,WEB,Direct,19686,5,18754,932
BAU,20230912,WAP,Others,126969,11724,126665,304
BAU,20230912,WEB,Others,1144,2,751,393
BAU,20230912,WEB,Google,1185,6,979,206
BAU,20230912,WAP,FB,316630,17211,316362,268
BAU,20230912,WAP,whatsapp,698,42,693,5
BAU,20230912,WEB,whatsapp,6,0,5,1
BAU,20230912,WEB,FB,799,2,610,189
BAU,20230912,WAP,SEO,6721,76,6707,14
BAU,20230727,WEB,SEO,2699,1,2366,333
BAU,20230727,WEB,Google,1062,5,876,186
BAU,20230727,WEB,Others,1291,5,874,417
BAU,20230727,WAP,Google,74577,2705,74430,147
BAU,20230727,WAP,whatsapp,1554,98,1540,14
BAU,20230727,WAP,Direct,37387,1112,37259,128
BAU,20230727,WAP,SEO,9015,116,8997,18
BAU,20230727,WEB,whatsapp,40,0,25,15
BAU,20230727,WEB,FB,274,0,182,92
BAU,20230727,WAP,Others,106380,9804,106059,321
BAU,20230727,WEB,Direct,19533,3,18539,994
BAU,20230727,WAP,FB,192273,12168,192083,190
SALE,20230917,WEB,whatsapp,11,0,8,3
SALE,20230917,WAP,whatsapp,662,110,660,2
SALE,20230917,WAP,Direct,39572,1628,39448,124
SALE,20230917,WAP,Google,74237,3135,74105,132
SALE,20230917,WEB,Others,743,1,535,208
SALE,20230917,WEB,Google,955,2,806,149
SALE,20230917,WEB,Direct,16259,1,15777,482
SALE,20230917,WAP,Others,108318,12471,107997,321
SALE,20230917,WAP,SEO,6958,87,6946,12
SALE,20230917,WEB,SEO,1808,2,1638,170
SALE,20230917,WAP,FB,209750,15620,209508,242
SALE,20230917,WEB,FB,506,2,367,139
BAU,20231004,WAP,Others,121914,10576,121651,263
BAU,20231004,WAP,SEO,6918,64,6909,9
BAU,20231004,WEB,Google,897,4,765,132
BAU,20231004,WAP,whatsapp,1052,62,1048,4
BAU,20231004,WEB,Others,1134,0,792,342
BAU,20231004,WEB,SEO,2567,1,2274,293
BAU,20231004,WEB,Direct,42336,0,41366,970
BAU,20231004,WEB,FB,535,4,384,151
BAU,20231004,WAP,FB,260973,15412,260764,209
BAU,20231004,WAP,Google,74632,2666,74535,97
BAU,20231004,WEB,whatsapp,17,0,11,6
BAU,20231004,WAP,Direct,36756,1216,36638,118
BAU,20230808,WAP,whatsapp,1939,94,1928,11
BAU,20230808,WEB,Others,1304,2,907,397
BAU,20230808,WAP,Others,130058,10272,129688,370
BAU,20230808,WAP,Direct,38604,1169,38451,153
BAU,20230808,WAP,FB,265658,14516,265425,233
BAU,20230808,WAP,SEO,9354,125,9334,20
BAU,20230808,WEB,whatsapp,40,0,29,11
BAU,20230808,WEB,FB,350,0,247,103
BAU,20230808,WEB,SEO,2468,0,2163,305
BAU,20230808,WEB,Direct,22694,5,21636,1058
BAU,20230808,WAP,Google,76661,2423,76507,154
BAU,20230808,WEB,Google,1061,5,887,174
BAU,20230817,WAP,SEO,8197,124,8178,19
BAU,20230817,WAP,whatsapp,594,33,592,2
BAU,20230817,WEB,Direct,20809,4,19798,1011
BAU,20230817,WAP,Others,117385,11254,117062,323
BAU,20230817,WAP,Google,59844,1951,59711,133
BAU,20230817,WAP,FB,258408,16688,258153,255
BAU,20230817,WEB,FB,440,0,310,130
BAU,20230817,WEB,whatsapp,13,0,8,5
BAU,20230817,WEB,Google,908,1,717,191
BAU,20230817,WEB,Others,1061,1,716,345
BAU,20230817,WEB,SEO,2278,0,2012,266
BAU,20230817,WAP,Direct,36406,1204,36267,139
SALE,20230930,WAP,Direct,40746,1723,40606,140
SALE,20230930,WAP,SEO,7229,87,7220,9
SALE,20230930,WEB,Google,941,3,832,109
SALE,20230930,WEB,Others,913,3,624,289
SALE,20230930,WEB,whatsapp,21,0,13,8
SALE,20230930,WAP,Google,64175,2813,64057,118
SALE,20230930,WAP,whatsapp,926,62,921,5
SALE,20230930,WAP,FB,223443,16034,223172,271
SALE,20230930,WEB,SEO,2308,0,2044,264
SALE,20230930,WAP,Others,112071,12132,111757,314
SALE,20230930,WEB,Direct,23646,1,22870,776
SALE,20230930,WEB,FB,492,0,343,149
BAU,20231025,WAP,SEO,6635,97,6622,13
BAU,20231025,WEB,Google,974,3,852,122
BAU,20231025,WAP,Others,85191,7141,84973,218
BAU,20231025,WAP,Google,49854,1751,49749,105
BAU,20231025,WEB,FB,393,1,269,124
BAU,20231025,WAP,whatsapp,879,57,875,4
BAU,20231025,WAP,FB,172852,10471,172690,162
BAU,20231025,WAP,Direct,38490,1345,38348,142
BAU,20231025,WEB,SEO,2497,0,2202,295
BAU,20231025,WEB,Others,824,1,557,267
BAU,20231025,WEB,Direct,31628,7,30716,912
BAU,20231025,WEB,whatsapp,12,0,8,4
BAU,20230829,WAP,FB,237912,15155,237688,224
BAU,20230829,WEB,SEO,2444,0,2174,270
BAU,20230829,WAP,Google,66394,2221,66256,138
BAU,20230829,WAP,whatsapp,537,22,532,5
BAU,20230829,WEB,whatsapp,13,0,6,7
BAU,20230829,WEB,Direct,18332,1,17412,920
BAU,20230829,WAP,Direct,35339,1371,35223,116
BAU,20230829,WEB,Others,949,2,655,294
BAU,20230829,WEB,FB,329,4,214,115
BAU,20230829,WEB,Google,977,4,797,180
BAU,20230829,WAP,SEO,6395,59,6384,11
BAU,20230829,WAP,Others,111399,10428,111112,287
BAU,20230920,WAP,SEO,6951,72,6944,7
BAU,20230920,WAP,Direct,36026,1130,35914,112
BAU,20230920,WEB,SEO,2607,0,2271,336
BAU,20230920,WAP,whatsapp,1092,79,1088,4
BAU,20230920,WEB,whatsapp,13,0,8,5
BAU,20230920,WEB,FB,538,1,373,165
BAU,20230920,WAP,Others,95954,8756,95642,312
BAU,20230920,WEB,Google,1131,1,997,134
BAU,20230920,WEB,Direct,25951,2,24996,955
BAU,20230920,WAP,FB,211692,12722,211431,261
BAU,20230920,WAP,Google,62296,2173,62185,111
BAU,20230920,WEB,Others,1060,17,728,332
BAU,20230908,WEB,FB,275,5,171,104
BAU,20230908,WAP,SEO,7173,83,7159,14
BAU,20230908,WAP,Others,116724,11446,116424,300
BAU,20230908,WEB,Google,1023,3,843,180
BAU,20230908,WEB,SEO,2448,0,2196,252
BAU,20230908,WAP,whatsapp,1660,80,1650,10
BAU,20230908,WEB,whatsapp,25,0,19,6
BAU,20230908,WAP,FB,261229,16868,260979,250
BAU,20230908,WAP,Google,66051,2284,65916,135
BAU,20230908,WEB,Direct,19526,1,18655,871
BAU,20230908,WAP,Direct,35936,1197,35808,128
BAU,20230908,WEB,Others,942,0,636,306
BAU,20230828,WEB,whatsapp,11,0,6,5
BAU,20230828,WAP,Others,122623,11369,122343,280
BAU,20230828,WEB,Others,897,3,611,286
BAU,20230828,WEB,Direct,16237,0,15256,981
BAU,20230828,WEB,Google,1052,2,879,173
BAU,20230828,WAP,whatsapp,507,27,506,1
BAU,20230828,WEB,FB,341,1,222,119
BAU,20230828,WAP,Direct,36717,1329,36585,132
BAU,20230828,WEB,SEO,2562,1,2257,305
BAU,20230828,WAP,SEO,6597,108,6583,14
BAU,20230828,WAP,Google,73809,2410,73675,134
BAU,20230828,WAP,FB,270707,16782,270427,280
SALE,20231011,WEB,Direct,34536,13,33525,1011
SALE,20231011,WAP,Others,99644,9726,99348,296
SALE,20231011,WAP,FB,189099,12245,188878,221
SALE,20231011,WEB,Others,1024,13,684,340
SALE,20231011,WAP,Direct,41625,1714,41465,160
SALE,20231011,WAP,SEO,7100,112,7088,12
SALE,20231011,WEB,FB,566,2,370,196
SALE,20231011,WEB,SEO,2829,0,2490,339
SALE,20231011,WEB,whatsapp,14,0,9,5
SALE,20231011,WAP,Google,54117,2226,54027,90
SALE,20231011,WAP,whatsapp,1096,86,1091,5
SALE,20231011,WEB,Google,1222,2,1106,116
BAU,20230809,WAP,Direct,37759,850,37614,145
BAU,20230809,WAP,FB,226481,9926,226285,196
BAU,20230809,WAP,Others,116501,7085,116200,301
BAU,20230809,WEB,Direct,33126,0,32093,1033
BAU,20230809,WEB,Others,1146,1,765,381
BAU,20230809,WAP,SEO,9174,101,9161,13
BAU,20230809,WAP,Google,86747,1851,86587,160
BAU,20230809,WAP,whatsapp,1658,99,1650,8
BAU,20230809,WEB,Google,1100,2,881,219
BAU,20230809,WEB,SEO,2375,0,2095,280
BAU,20230809,WEB,whatsapp,26,0,16,10
BAU,20230809,WEB,FB,303,0,198,105
BAU,20230724,WEB,Direct,24108,2,23080,1028
BAU,20230724,WAP,Others,179665,15208,179213,452
BAU,20230724,WAP,FB,409358,22140,408995,363
BAU,20230724,WAP,Google,71982,2649,71825,157
BAU,20230724,WEB,Google,1040,2,879,161
BAU,20230724,WAP,whatsapp,1511,99,1500,11
BAU,20230724,WEB,SEO,2775,1,2436,339
BAU,20230724,WEB,FB,435,0,287,148
BAU,20230724,WEB,Others,1247,2,851,396
BAU,20230724,WEB,whatsapp,26,0,14,12
BAU,20230724,WAP,SEO,8922,123,8912,10
BAU,20230724,WAP,Direct,43789,1464,43634,155
BAU,20230831,WAP,SEO,6696,84,6682,14
BAU,20230831,WAP,whatsapp,798,48,791,7
BAU,20230831,WEB,SEO,2397,0,2116,281
BAU,20230831,WAP,FB,235631,15122,235384,247
BAU,20230831,WEB,FB,318,1,212,106
BAU,20230831,WEB,whatsapp,14,0,10,4
BAU,20230831,WAP,Direct,36179,1263,36056,123
BAU,20230831,WAP,Others,106898,10334,106611,287
BAU,20230831,WEB,Others,877,2,588,289
BAU,20230831,WEB,Direct,22518,1,21698,820
BAU,20230831,WAP,Google,65584,2274,65446,138
BAU,20230831,WEB,Google,1115,0,936,179
BAU,20231026,WAP,whatsapp,893,55,889,4
BAU,20231026,WAP,SEO,6749,79,6740,9
BAU,20231026,WEB,FB,558,0,390,168
BAU,20231026,WEB,SEO,2544,1,2256,288
BAU,20231026,WEB,whatsapp,21,0,12,9
BAU,20231026,WEB,Google,874,4,742,132
BAU,20231026,WAP,FB,219121,13443,218939,182
BAU,20231026,WAP,Google,52325,1985,52243,82
BAU,20231026,WEB,Direct,17231,6,16285,946
BAU,20231026,WAP,Others,103095,8977,102846,249
BAU,20231026,WAP,Direct,39929,1571,39802,127
BAU,20231026,WEB,Others,896,1,593,303
SALE,20230702,WAP,Others,157611,18641,157144,467
SALE,20230702,WAP,FB,315796,23891,315442,354
SALE,20230702,WEB,SEO,2163,1,1941,222
SALE,20230702,WEB,whatsapp,21,2,8,13
SALE,20230702,WAP,Google,78274,3944,78116,158
SALE,20230702,WEB,Direct,15038,1,14543,495
SALE,20230702,WAP,SEO,9356,137,9344,12
SALE,20230702,WAP,whatsapp,1825,167,1820,5
SALE,20230702,WEB,Others,1107,9,849,258
SALE,20230702,WEB,Google,852,4,706,146
SALE,20230702,WEB,FB,339,6,243,96
SALE,20230702,WAP,Direct,42769,1764,42626,143
BAU,20230919,WAP,Direct,37945,1162,37831,114
BAU,20230919,WEB,SEO,2513,0,2229,284
BAU,20230919,WAP,FB,197487,12046,197254,233
BAU,20230919,WEB,Direct,27470,2,26554,916
BAU,20230919,WAP,Google,62227,2159,62127,100
BAU,20230919,WEB,FB,485,3,322,163
BAU,20230919,WAP,SEO,7218,99,7212,6
BAU,20230919,WEB,Google,948,6,809,139
BAU,20230919,WAP,whatsapp,957,48,952,5
BAU,20230919,WAP,Others,94051,8453,93811,240
BAU,20230919,WEB,whatsapp,16,0,13,3
BAU,20230919,WEB,Others,1049,2,759,290
BAU,20230909,WEB,Others,938,0,630,308
BAU,20230909,WEB,Google,1082,7,895,187
BAU,20230909,WEB,FB,567,1,444,123
BAU,20230909,WAP,SEO,7314,84,7305,9
BAU,20230909,WAP,FB,246031,15129,245812,219
BAU,20230909,WAP,Others,117679,10770,117406,273
BAU,20230909,WAP,whatsapp,1486,83,1481,5
BAU,20230909,WAP,Google,71977,2496,71850,127
BAU,20230909,WEB,SEO,2283,0,2048,235
BAU,20230909,WAP,Direct,37375,1195,37261,114
BAU,20230909,WEB,whatsapp,30,0,24,6
BAU,20230909,WEB,Direct,13848,1,13099,749
SALE,20230819,WEB,FB,422,2,283,139
SALE,20230819,WAP,FB,237409,17964,237152,257
SALE,20230819,WEB,Others,916,2,649,267
SALE,20230819,WEB,SEO,2414,0,2075,339
SALE,20230819,WEB,whatsapp,12,0,7,5
SALE,20230819,WAP,Google,69876,2829,69727,149
SALE,20230819,WAP,Others,122472,13252,122134,338
SALE,20230819,WAP,SEO,7210,105,7197,13
SALE,20230819,WEB,Google,1012,2,854,158
SALE,20230819,WAP,whatsapp,680,61,677,3
SALE,20230819,WAP,Direct,38369,1539,38250,119
SALE,20230819,WEB,Direct,17002,2,16242,760
BAU,20231023,WAP,whatsapp,730,38,726,4
BAU,20231023,WAP,Others,94671,8243,94436,235
BAU,20231023,WEB,Others,870,2,612,258
BAU,20231023,WAP,Direct,36372,1211,36258,114
BAU,20231023,WAP,SEO,6263,77,6259,4
BAU,20231023,WEB,Google,809,2,703,106
BAU,20231023,WEB,FB,499,4,344,155
BAU,20231023,WEB,SEO,2129,0,1889,240
BAU,20231023,WEB,whatsapp,12,0,5,7
BAU,20231023,WAP,Google,46456,1747,46384,72
BAU,20231023,WEB,Direct,13684,3,12890,794
BAU,20231023,WAP,FB,201779,11902,201564,215
BAU,20230925,WEB,FB,720,0,501,219
BAU,20230925,WAP,SEO,7350,95,7333,17
BAU,20230925,WAP,Direct,40109,1433,39962,147
BAU,20230925,WEB,Others,1030,0,708,322
BAU,20230925,WAP,Others,136308,11513,135987,321
BAU,20230925,WAP,FB,321347,17440,321026,321
BAU,20230925,WEB,SEO,2764,0,2466,298
BAU,20230925,WAP,whatsapp,1016,59,1016,0
BAU,20230925,WEB,Direct,14043,3,13054,989
BAU,20230925,WAP,Google,65739,2186,65624,115
BAU,20230925,WEB,whatsapp,22,0,14,8
BAU,20230925,WEB,Google,851,2,712,139
BAU,20230905,WEB,Others,1020,1,730,290
BAU,20230905,WAP,SEO,6937,77,6926,11
BAU,20230905,WEB,Direct,19040,0,18020,1020
BAU,20230905,WEB,FB,342,0,206,136
BAU,20230905,WAP,whatsapp,1003,56,998,5
BAU,20230905,WEB,Google,1095,7,915,180
BAU,20230905,WEB,SEO,2546,0,2238,308
BAU,20230905,WAP,FB,317719,17287,317448,271
BAU,20230905,WEB,whatsapp,27,0,20,7
BAU,20230905,WAP,Others,136763,12262,136471,292
BAU,20230905,WAP,Direct,38735,1443,38593,142
BAU,20230905,WAP,Google,78324,2615,78180,144
BAU,20231006,WEB,FB,514,0,373,141
BAU,20231006,WAP,SEO,6423,70,6409,14
BAU,20231006,WEB,whatsapp,19,0,12,7
BAU,20231006,WEB,Google,910,1,786,124
BAU,20231006,WEB,SEO,2519,0,2211,308
BAU,20231006,WEB,Others,1081,2,721,360
BAU,20231006,WAP,Others,94841,8057,94568,273
BAU,20231006,WAP,Google,52108,1791,52019,89
BAU,20231006,WAP,whatsapp,683,32,677,6
BAU,20231006,WEB,Direct,21861,1,20930,931
BAU,20231006,WAP,Direct,34824,1138,34715,109
BAU,20231006,WAP,FB,200332,12004,200075,257
BAU,20231005,WEB,Others,1115,0,792,323
BAU,20231005,WEB,Direct,25031,1,24067,964
BAU,20231005,WAP,Direct,36086,1080,35955,131
BAU,20231005,WAP,FB,203076,11856,202834,242
BAU,20231005,WAP,Google,62430,2228,62355,75
BAU,20231005,WEB,Google,926,2,804,122
BAU,20231005,WEB,whatsapp,13,0,9,4
BAU,20231005,WAP,whatsapp,658,35,653,5
BAU,20231005,WEB,FB,522,1,388,134
BAU,20231005,WAP,Others,100266,8214,100006,260
BAU,20231005,WAP,SEO,6592,73,6578,14
BAU,20231005,WEB,SEO,2559,1,2261,298
BAU,20231021,WEB,SEO,1962,0,1737,225
BAU,20231021,WAP,Direct,35775,1160,35665,110
BAU,20231021,WAP,Google,54173,1877,54085,88
BAU,20231021,WEB,Others,979,1,659,320
BAU,20231021,WEB,FB,537,0,371,166
BAU,20231021,WAP,FB,206275,13536,206065,210
BAU,20231021,WEB,Google,809,1,696,113
BAU,20231021,WAP,SEO,6448,79,6442,6
BAU,20231021,WAP,Others,101252,9374,100990,262
BAU,20231021,WAP,whatsapp,1005,66,1003,2
BAU,20231021,WEB,whatsapp,10,0,4,6
BAU,20231021,WEB,Direct,16685,2,15920,765
BAU,20230810,WEB,whatsapp,41,0,29,12
BAU,20230810,WEB,FB,285,0,187,98
BAU,20230810,WAP,Others,96891,6609,96595,296
BAU,20230810,WAP,FB,164995,9268,164816,179
BAU,20230810,WEB,Direct,18412,4,17366,1046
BAU,20230810,WAP,Direct,35959,770,35826,133
BAU,20230810,WEB,SEO,2339,0,2033,306
BAU,20230810,WAP,SEO,9030,97,9015,15
BAU,20230810,WAP,whatsapp,1968,85,1959,9
BAU,20230810,WEB,Others,1102,0,757,345
BAU,20230810,WEB,Google,1209,4,990,219
BAU,20230810,WAP,Google,89171,2144,89011,160
BAU,20231007,WEB,whatsapp,14,0,5,9
BAU,20231007,WEB,SEO,2365,0,2139,226
BAU,20231007,WEB,Direct,19671,6,18878,793
